title,url,dtype,abstract,content,source,pubtime,medianame,collecttime,channel
【抗战胜利70年】百岁老兵吴其昌忆抗战岁月,http://www.cpnn.com.cn/tpzs/201508/t20150828_824408.html,news,"中国电力新闻网  4小时前在抗战胜利70周年前夕,淮北供电公司党员服务队的志愿者看望了100岁高龄的抗战老兵吴其昌老人。老人家向志愿者讲述了艰苦卓绝的抗战历程,与他们共同追忆抗战岁月。...  百度快照","<p>　　中电新闻网讯  通讯员 王文 报道 8月26日，安徽省淮北市抗战老兵吴其昌向志愿者讲述当年的抗战经历。在抗战胜利70周年前夕，淮北供电公司党员服务队的志愿者看望了100岁高龄的抗战老兵吴其昌老人。老人家向志愿者讲述了艰苦卓绝的抗战历程，与他们共同追忆抗战岁月。</p><p align=""center""><img _fcksavedurl=""/webpic/w0201508/w020150828/w020150828411452802216.jpg"" oldsrc=""w020150828411452802216.jpg"" src=""./w020150828411452802216.jpg"" style=""border-right-width: 0px; border-top-width: 0px; border-bottom-width: 0px; border-left-width: 0px""/></p><p align=""center""><span style=""font-size: 10.5pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 10.5pt""><font face=""楷体_gb2312"">图为<font size=""+0"">8</font><font size=""+0"">月</font><font size=""+0"">26</font></font><font size=""+0""><font face=""楷体_gb2312"">日，安徽省淮北市抗战老兵吴其昌向志愿者讲述当年的抗战经历。</font><font face=""黑体""> </font></font></span><span style=""font-size: 12pt""><font face=""黑体"">王文 摄</font></span></span></span></span></span></p><p align=""center""><span style=""font-size: 12pt""><img _fcksavedurl=""/webpic/w0201508/w020150828/w020150828411452802941.jpg"" oldsrc=""w020150828411452802941.jpg"" src=""./w020150828411452802941.jpg"" style=""border-right-width: 0px; border-top-width: 0px; border-bottom-width: 0px; border-left-width: 0px""/></span></p><p align=""center""><span style=""font-size: 12pt""><span style=""font-size: 10.5pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 10.5pt""><font face=""楷体_gb2312"">图为<font size=""+0"">8</font><font size=""+0"">月</font><font size=""+0"">26</font></font><font size=""+0""><font face=""楷体_gb2312"">日，安徽省淮北市抗战老兵吴其昌向志愿者讲述当年的抗战经历。</font><font face=""黑体""> </font></font></span><span style=""font-size: 12pt""><font face=""黑体"">王文 摄</font></span></span></span></span></span></span></p><p align=""center""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><img _fcksavedurl=""/webpic/w0201508/w020150828/w020150828411452966220.jpg"" oldsrc=""w020150828411452966220.jpg"" src=""./w020150828411452966220.jpg"" style=""border-right-width: 0px; border-top-width: 0px; border-bottom-width: 0px; border-left-width: 0px""/></span></span></p><p align=""center""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 10.5pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 10.5pt""><font face=""楷体_gb2312"">图为<font size=""+0"">8</font><font size=""+0"">月</font><font size=""+0"">26</font></font><font size=""+0""><font face=""楷体_gb2312"">日，安徽省淮北市抗战老兵吴其昌向志愿者讲述当年的抗战经历。</font><font face=""黑体""> </font></font></span><span style=""font-size: 12pt""><font face=""黑体"">王文 摄</font></span></span></span></span></span></span></span></p><p align=""center""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><img _fcksavedurl=""/webpic/w0201508/w020150828/w020150828411452965781.jpg"" oldsrc=""w020150828411452965781.jpg"" src=""./w020150828411452965781.jpg"" style=""border-right-width: 0px; border-top-width: 0px; border-bottom-width: 0px; border-left-width: 0px""/></span></span></span></p><p align=""center""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 10.5pt""><font face=""楷体_gb2312"">图为<font size=""+0"">8</font><font size=""+0"">月</font><font size=""+0"">26</font></font><font size=""+0""><font face=""楷体_gb2312"">日，安徽省淮北市抗战老兵吴其昌向志愿者讲述当年的抗战经历。</font><font face=""黑体""> </font></font></span><span style=""font-size: 12pt""><font face=""黑体"">王文 摄</font></span></span></span></span></p><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><span style=""font-size: 12pt""><p align=""center""><font face=""arial"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; padding-top: 0px""><font style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span _fckxhtmljob=""1"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><font face=""arial"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><font style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><img _fcksavedurl=""/webpic/w0201507/w020150728/w020150728356029052366.jpg"" oldsrc=""w020150728356029052366.jpg"" src=""./w020150728356029052366.jpg"" style=""border-right-width: 0px; border-top-width: 0px; border-bottom-width: 0px; border-left-width: 0px""/></font></span></font></span></span></span></span></span></span></span></span></span></span></font></font></p><p align=""center""><font face=""arial"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; padding-top: 0px""><font style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span _fckxhtmljob=""1"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><font face=""arial"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><font style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px"">责任编辑：胡嘉会 </font></span><font style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span _fckxhtmljob=""1"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px"">投稿邮箱：</span><span _fckxhtmljob=""1"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; color: black; font-size: 12pt; padding-top: 0px""><span _fckxhtmljob=""1"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><span _fckxhtmljob=""1"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px""><font _fckxhtmljob=""1"" color=""#2c2c2c"" style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; font-size: 12pt; padding-top: 0px"">网上投稿</font></span></span></span></span></span></span></span></span></span></span></span></span></font></font></span></span></span></span></span></span></span></span></span></span></font></font></p></span></span></span></span><p align=""center""> </p>",中国电力新闻网,2015-08-28 12:55, ,2015-08-28 16:55,Search engine
抗战胜利70周年纪念活动新闻中心启用,http://jnrb.e23.cn/shtml/jinrb/20150828/1477132.shtml,news,"济南日报  4小时前抗战胜利70周年纪念活动新闻中心启用8月27日,中国人民抗日战争暨世界反法西斯战争胜利70周年纪念活动新闻中心开始对外接待服务。新闻中心设在北京梅地亚中心宾馆,为记者...  百度快照","<img border=""0"" class=""auto-width"" src=""/jinrb/20150828/m_6928a512d285af3278f64acaa083b58d.jpg"" title=""点击查看大图""/><br/><br/>　　<p align=""left""><font color=""#000000"" face=""宋体"">　　8月27日，中国人民抗日战争暨世界反法西斯战争胜利70周年纪念活动新闻中心开始对外接待服务。新闻中心设在北京梅地亚中心宾馆，为记者的采访报道提供便利的信息服务和必要的技术保障。 （新华社发）</font></p> ",济南日报,2015-08-28 12:55, ,2015-08-28 16:55,Search engine
麦吉尔大学零中介留学可靠,http://news.liuxue360.com/news/00460953.html,news,"留学360  2小时前360教育集团麦吉尔大学高举零中介大旗,对行业必将起到了很大的冲击,所以不乏后来者,对于零中介留学项目来说,免费申请留学是很容易模仿的点,但真正能体现360教育集团...  百度快照",<p>　　麦吉尔大学（mcgill university），简称mcgill，坐落在世界最大的英法双语城市蒙特利尔，是一所蜚声全球的世界顶尖名校。学校成立于1821年英国殖民地时期，是加拿大老四校中最古老的一所，百年来一直在国际上极富盛誉，学校声誉在欧美长期与哈佛剑桥齐名，教学及研究水准享誉世界，素有“北方哈佛”（或“加拿大哈佛”）之称。</p><p>　　360教育集团麦吉尔大学高举零中介大旗，对行业必将起到了很大的冲击，所以不乏后来者，对于零中介留学项目来说，免费申请留学是很容易模仿的点，但真正能体现360教育集团零中介价值的是十大极致服务，那么这十大极致服务有哪些呢？</p><p>　　1.“签证赔付”</p><p>　　由于360教育集团的留学顾问老师平均3-10年留学申请经验，申请成功率达100%。crm系统申请节点控制，每项申请材料均由经理级确认把关，确保申请全程无误。私人管家式服务，申请顾问、签证顾问等多对一全程负责。比传统中介更负责，比diy更靠谱。</p><p>　　承诺：100%成功录取+100%全套服务+100%流程透明+100%免费申请，签证拒签赔偿3000元。</p><p>　　2.“专车接送”</p><p>　　来上海坐机的朋友，提供免费送机服务，车型:宝马750/奥迪q7/宝马530/奥迪a6不等。</p><p>　　3.“来就送”</p><p>　　上门咨询，即送价值68元的英语学习教材一份。</p><p>　　4.“海外特产同分享”</p><p>　　微信分享成功办理经验，送海外特产（价值500元）</p><p>　　5.“银行护航，挣补贴”</p><p>　　与国有银行合作，指定银行汇学费，享受vip服务+外汇汇率优惠+360教育集团补贴1000元，为未来海外学费团购铺路。</p><p>　　6.“语言培训免费送”</p><p>　　公司办理的学生，享受公司推出的ielts培训（保五争六，保六争七计划）</p><p>　　7.“就业落户有捷径”</p><p>　　针对优秀的学生，海外学成归沪，我们协助安排就业，指引如何落户上海、北京，我们与很多商会企业保持密切合作。</p><p>　　8.“努力学习享受生活”</p><p>　　针对在校成绩75%以上的学生，并愿意宣传360教育集团文化的学生，公司将提供在上海的接机业务。</p><p>　　9.“置业有优惠”</p><p>　　在海外留学，如果需要购房，可以享受360教育集团与海外房产的折扣价，最少为您节省房价的1%。</p><p>　　10.“你留学我补贴”</p><p>　　360教育集团旗下的学生购买出国机票，每年补贴一次，以携程为指导价，每张国际机票均补贴2%；非360教育集团旗下的学生，每张国际机票补贴1%；每年补贴6万张机票。</p>,留学360,2015-08-28 14:55, ,2015-08-28 16:55,Search engine
向铁举行“纪念抗战胜利70周年”大会,http://news.ncnews.com.cn/ncxw/bwyc/2015-08/28/content_1419603.htm,news,"天圆网  1小时前为铭记历史缅怀抗战先烈,28日上午,向塘铁路地区邀请驻地人民子弟兵和向塘铁路地区职工群众共同举行“纪念抗战胜利70周年”大会,向塘机务段积极响应号召,组织50余名党...  百度快照","<p align=""center"" style=""text-align: center""><img id=""1042855"" src=""../../../../../data/attachement/jpg/site2/20150828/001560edb5ed174a4b6e04.jpg""/></p><p align=""center"" style=""text-align: center"">抗战胜利70周年纪念日临近 向塘铁路举行纪念大会</p><p align=""center"" style=""text-align: center""><img id=""1042853"" src=""../../../../../data/attachement/jpg/site2/20150828/001560edb5ed174a4b6e03.jpg""/></p><p align=""center"" style=""text-align: center"">50余名党团员职工代表</p><p align=""center"" style=""text-align: center""><img id=""1042851"" src=""../../../../../data/attachement/jpg/site2/20150828/001560edb5ed174a4b6d02.jpg""/></p><p align=""center"" style=""text-align: center"">党团员职工代表观看“铭记历史纪念抗战胜利70周年”展板</p><p align=""center"" style=""text-align: center""><img id=""1042849"" src=""../../../../../data/attachement/jpg/site2/20150828/001560edb5ed174a4b6c01.jpg""/></p><p align=""center"" style=""text-align: center"">党团员职工代表观看“铭记历史纪念抗战胜利70周年”展板</p><p>    天圆网讯 为铭记历史，缅怀抗战先烈，28日上午，向塘铁路地区邀请驻地人民子弟兵和向塘铁路地区职工群众共同举行“纪念抗战胜利70周年”大会，向塘机务段积极响应号召，组织50余名党团员职工代表参加大会。</p><p>    整场纪念活动在雄壮的国歌声中拉开序幕，国防教育活动现场，驻地部队教官通过大量翔实的日军侵华史料，细数了日军对中国人民犯下的累累罪行。并和在座职工群众一同共同追忆中国人民和部队将士们齐心协力团结一心，顽强抵御日本法西斯主义侵略的峥嵘岁月，追忆抗战时期革命先辈们抛头颅、撒热血的事迹，感受艰苦卓绝的革命斗争历程。</p><p>    党、团员及职工代表表示：“通过开展此次纪念活动，我们更加明白到和平来之不易，在今后的工作中，我们一定会立足本职岗位，从点滴做起，紧好每一枚螺丝，开好每一班车，保障每一趟客货列车的安全正点。同时深入开展安全生产大检查活动，排查潜藏安全生产隐患，为铁路运输安全稳定添砖加瓦。”（胡景 记者 王旭 见习记者 胡志文）</p>",天圆网,2015-08-28 15:55, ,2015-08-28 16:55,Search engine
女子出租房洗澡触电身亡 父母起诉房主中介厂商,http://www.js.xinhuanet.com/2015-08/28/c_1116404973.htm,news,"新华网江苏站  5小时前    因女儿小何在所租房屋内洗澡时触电身亡,何先生及王女士将房主、中介公司、热水器的生产商诉至法院,要求赔偿丧葬费、死亡赔偿金等共计150余万元。...  61条相同新闻  -  百度快照",<p>    因女儿小何在所租房屋内洗澡时触电身亡，何先生及王女士将房主、中介公司、热水器的生产商诉至法院，要求赔偿丧葬费、死亡赔偿金等共计150余万元。记者昨天获悉，海淀法院已受理此案。</p><p>    原告何先生及王女士诉称，2015年5月下旬，被告陈先生与被告房屋中介公司签订《租赁合同》，将位于海淀区某小区的房屋出租给该中介公司。6月底时，该中介公司将房屋次卧出租给小何。在7月中旬的一天晚上，小何在该房屋的卫生间洗澡时触电倒下，经抢救无效死亡。</p><p>    后经北京特种设备检测中心作出鉴定，结论为由于热水器漏电，造成热水器金属外壳、蛇皮水管成为带电体，以及热水器所使用的插座未按规定安装剩余电流动作保护装置，小何洗澡时触及带电体，电流经其上肢、身体、下肢入地，具备触电条件。</p><p>    原告认为，被告陈先生和中介公司提供的热水器不符合安全使用的条件，并且使用的插座未按规定安装剩余电流动作保护装置是造成小何死亡的直接原因，且中介公司将房屋群租违反了相关规定，对事故的发生具有直接作用。被告公司生产的热水器存在重大安全隐患，是事故发生的直接原因，三被告的侵权行为都足以造成全部损害，应当对损失承担连带赔偿责任。</p><p>    目前，此案正在进一步审理中。(记者 黄晓宇)</p>,新华网江苏站,2015-08-28 11:55, ,2015-08-28 16:55,Search engine
P2P中介性质日趋明朗 网贷平台争占票据市场,http://mt.sohu.com/20150828/n419985431.shtml,news,"搜狐  1小时前P2P网贷新规实施后,无论是平台还是投资者,都更加关注资产携带的风险,对于定位于信息中介的平台而言,资产本身成为核心,不同的资产类别或将得到迅猛发展。  具体而言,...  百度快照",<p>　　<span><span>互联网金融监管政策紧箍咒渐渐收紧，p2p网贷平台资产端竞争日益激烈，p2p网贷平台也从拼包装到拼资产。业内人士表示，网贷市场将会是资产端来把握主动权。“去年抢用户， 今年则是抢资产。”多家网贷人士表示。基本法落地后，p2p网贷平台也变得格外忙碌，有的忙着融资，有的忙着找银行保险，还有的平台大力布局资产端，认为 这样能规避政策风险。 </span></span></p><p>　　<span><span>目前，p2p平台的资产端主要包括车贷、房贷、消费信用贷、票据融资、中小企业贷、供应链金融以及地产商业项目等。政策收紧，优质资产更被平台看重。 </span></span></p><p>　　<span><span>值得关注的是，p2p网贷垂直细分领域或迎来新一轮发展，票据拥有十几万亿的存量资产或将成为蓝海。 </span></span></p><p>　　<span><span>“一些自融、资金池平台自知无法满足监管要求，加快跑路速度。” 相关人士表示，中小平台在面临自身运营风险的同时，政策风险或将进一步加大，大量平台倒闭现象将成为常态。 </span></span></p><p>　　<span><span>互联网保险监管细则率先落地，而p2p网贷行业监管细则也备受期待。业内人士透露，银监会的监管细则草案已基本制定完成，“总体上是延续指导意见精神，其中明确p2p信息中介属性，不得提供增信服务。” </span></span></p><p>　　<span><span>现在市场上正运营的p2p网贷公司基本都有“增信服务”，主要是引入担保公司进行增信，而从去年以来担保公司风险事件不断，甚至出现有p2p网贷平台被担保公司“绑架”，失去业务主导权。随着监管政策的实施落实，“去担保”制已成为行业共识。 </span></span></p><p>　　<span><span>行业最新动态是保险开始引入p2p网贷平台。目前有个别保险公司与p2p平台开展合作，不过，这也会增加p2p的成本，一般保险公司的保费率都在3%以上。 </span></span></p><p>　　<span><span>长期以来，整个p2p行业的创新主要集中在理财端，平台比拼的是产品包装能力、营销获客能力。p2p网贷新规实施后，无论是平台还是投资者，都更加关注资产携带的风险，对于定位于信息中介的平台而言，资产本身成为核心，不同的资产类别或将得到迅猛发展。 </span></span></p><p>　　<span><span>具体而言，p2p网贷平 台的细分领域，像车贷、票据、供应链金融等会迎来新一轮发展契机，对于优质资产的获取能力、风控能力将成为影响平台的关键因素。“p2p行业正加速告别野 蛮生长的时代，p2p网贷平台在资产端的管理是决定平台前景的关键所在，p2p资产为王的时代已然来临。”业内人士说，p2p网贷的核心是金融，金融的核 心是风控，而现阶段相对纯信用贷款平台，拥有线下资产的p2p平台对风险的控制能力更强，也更易受到投资人和借款人的青睐。 </span></span></p><p>　　<span><span>业内人士，目前规模最大、做的最多的除了房贷就是质押车贷，优质资产是互联网金融公司目前最需要的，“相对小平台，大平台存量资产实力非常强，可控性很大，所以可以有充足的优质资产储备。” </span></span></p><p>　　<span><span>值得关注的是，在各类资产中，票据资产的蓝海已经出现。根据央行报告，中国的票据承兑量及贴现量每年都是几十万亿的规模，其中2014年规模达58万亿元。票据非常契合互联网金融平台不能增信的要点，自然成为各大平台争夺的对象。 </span></span></p><p>　　<span><span>目前票据除了通过贴现方式在银行体系消化，今年第一季度金融机构累计贴现19.2万亿元，还有大量票据则流向民间，持票企业为了融资往往通过地下市场进行买卖，但这存在变现成本高、不安全等问题。而票据理财平台采用的票据质押借款模式，给持票企业一个合法、合规的融资渠道，让企业能有效地降低财务成本。业内人士表示，票据行严格来讲应该是 p2b或p2f，f代表金融机构或者金融资产，本身就具有极强的信用，特别是银行承兑汇票作为质押物，保障方式为银行无条件承兑本息，不需要平台增信。 </span></span></p><p>　　<span><span>互联网金融健康发展指导意见中，明确p2p网贷信息中介性质。票据资产无需增信具备了天然低风险，这也使其成为多家平台争夺的对象，令票据理财市场竞争日趋激烈。</span></span></p>,搜狐,2015-08-28 15:55, ,2015-08-28 16:55,Search engine
纪念抗战胜利70周年座谈会召开,http://mn.sina.com.cn/city/anxi/information/2015-08-28/15351463.html,news,"新浪厦门站  45分钟前纪念抗战胜利70周年座谈会召开 来源:安溪报_综合2015年8月28日【评论0条】字号:T|T25日,我县召开纪念中国人民抗日战争暨世界反法西斯战争胜利70周年座谈会。县委...  百度快照",<p>　　25日，我县召开纪念中国人民抗日战争暨世界反法西斯战争胜利70周年座谈会。县委常委、组织部长苏松炎及离退休老干部参加座谈会。</p><p>　　苏松炎代表县委、县政府向为我县革命和建设作出不朽贡献的老领导、老前辈表示感谢，并致以崇高敬意。他说，老领导、老前辈在革命战争年代为共和国的诞生立下不朽功勋，在和平建设时期为社会主义现代化建设奉献青春与才智，丰功伟绩永载史册，崇高革命精神鼓舞我们继续推进改革开放和社会主义现代化建设。</p><p>　　苏松炎要求，要以此次纪念活动为契机，开展宣传教育，歌颂英雄事迹，激励广大干部群众积极进取、开拓创新、团结奋进，为全面建成小康社会而努力奋斗。要始终坚持中国共产党的领导，坚持立党为公，执政为民，做到为党和人民的事业生命不息、奋斗不止。要始终坚持把发展作为第一要务，紧抓当前重要战略机遇期，搞建设、谋发展，为建设机制活、产业优、百姓富、生态美的新安溪而奋斗，努力开创无愧于革命先烈和新时代的崭新业绩。</p><p>　　座谈会上，老干部薛世浩介绍抗日战争暨世界反法西斯战争历史，参加抗日战争的老干部张德标作代表讲话。座谈会结束后，老干部们还根据自己兴趣爱好，参加门球、射飞镖、唱红歌等活动。</p><p> </p>,新浪厦门站,2015-08-28 16:10, ,2015-08-28 16:55,Search engine
住建行业对“红顶中介”开刀,http://news.163.com/15/0828/15/B247DIU900014AED.html,news,"网易新闻  1小时前住建行业对“红顶中介”开刀,中介服务 园林绿化 公积金管理... (记者彭一苇、通讯员胡贵玉)“红顶中介”蚕食改革红利,给企业的活动设置了人为障碍,亟需进行清理。昨...  2条相同新闻  -  百度快照",<p>（记者彭一苇、通讯员胡贵玉）“红顶中介”蚕食改革红利，给企业的活动设置了人为障碍，亟需进行清理。昨从省住建厅获悉，该厅已组织10个检查组，赴全省进行专项检查。</p><p>此次检查，针对省住建厅及各市、州、县（市、区）住建、规划、房产、城管、园林绿化、公积金管理等主管部门，及其所属所辖或通过许可、审核、备案、登记管理的中介服务企业、事业单位、社会组织。</p><p>检查的中介服务范围是作为行政审批受理条件的各类服务，包括技术审查、论证、评估等。</p><p>作者：彭一苇 胡贵玉</p>,网易新闻,2015-08-28 15:55, ,2015-08-28 16:55,Search engine
我国少数民族人民为抗战胜利作出了哪些贡献?,http://www.wenming.cn/hswh/jnkzsl70zn/70w/201508/t20150828_2826244.shtml,news,"中国文明网  6小时前我国少数民族人民为抗战胜利作出了哪些贡献?发表时间:2015-08-28 来源:中国文明网字体:[大][中][小] [打印] [关闭] 中央党史研究室第一研究部李蓉:当时,...  百度快照","<p><font color=""#000080"" face=""楷体_gb2312"">　　中央党史研究室第一研究部李蓉：</font>当时，中国各少数民族投身到抗日救国的洪流中。从北到南，从朝鲜族、满族到壮族、瑶族、黎族、苗族等，少数民族人民为保卫中华民族利益，维护祖国独立和统一，对日本侵略者进行了坚决的斗争。在各敌后抗日根据地，少数民族建立起抗日救国会等爱国团体和抗日武装。其中，冀中回民支队和渤海地区回民抗日游击队最为有名。冀中回民支队由回族共产党员马本斋担任司令员，人数最多时达2000余人，曾被授予“无攻不克，无坚不摧，打不垮，拖不烂的铁军”的锦旗。1938年3月13日，新疆库尔勒县维吾尔族妇女然比汗，捐抗日救国后援款票银75万元。11月6日，阿克苏区温宿县农民沙海阿洪将父亲遗留的部分朝汗路费捐作抗日捐款，并称：“全国抗战，民很愿亲赴前方，共同杀敌救国，奈因交通不便，并家务关系，未得前往，故将所有一半自愿捐助，以助前方多买几种枪弹，多杀几个敌人，好给我们中国报仇”。</p>",中国文明网,2015-08-28 10:55, ,2015-08-28 16:55,Search engine
连战及台湾各界人士代表 将出席抗战胜利纪念活动,http://epaper.jwb.com.cn/jwb/html/2015-08/28/content_1293664.htm,news,"今晚报  1小时前新华社北京今日电 (记者李寒芳)针对有记者问,媒体报道中国国民党前主席连战将赴北京参加抗战胜利70周年纪念活动,其间将与习近平总书记会面,请予证实。国务院台办发言...  103条相同新闻  -  百度快照", 连战及台湾各界人士代表 将出席抗战胜利纪念活动  <p> 新华社北京今日电 （记者李寒芳）针对有记者问，媒体报道中国国民党前主席连战将赴北京参加抗战胜利70周年纪念活动，其间将与习近平总书记会面，请予证实。国务院台办发言人范丽青28日应询表示，我们热诚欢迎台湾同胞前来参加纪念活动。</p><p> 范丽青表示：今年是中国人民抗日战争暨世界反法西斯战争胜利70周年，也是台湾光复回归祖国70周年，大陆方面将隆重举行一系列纪念活动。据了解，中国国民党前主席连战先生，抗战老兵及其遗属代表、台湾省籍抗战志士及其遗属代表，以及台湾社会各界人士代表将应邀出席纪念活动。</p><p> 抗战胜利是全民族的胜利，包括台湾同胞在内的全体中华儿女都为此付出巨大牺牲。我们希望两岸同胞通过纪念抗战胜利，铭记历史、缅怀先烈，弘扬抗战精神，共同致力于推进两岸关系和平发展和中华民族伟大复兴。</p>,今晚报,2015-08-28 15:55, ,2015-08-28 16:55,Search engine
